stationId	latitude	longitude	precipitation
IPRONS4	50.162	6.348	94.23
IPRONSFE4	50.161552	6.350299	108.46
IPITTENB2	50.177982	6.34112	109.22
INIMSR2	50.131405	6.450792	121.41
IDINAN13	50.272926	4.9	27.94
IMETTE10	50.27288	4.651281	26.19
ICINEY14	50.252	5.199	48.01
IMARCH84	50.225605	5.349297	81.03
IMARCH70	50.238	5.366	82.8
IMARCH60	50.238	5.37	79.5
IRENDE6	50.216835	5.477452	85.8
IRENDE10	50.217205	5.52458	127.25
IVIELS1	50.253915	5.735642	82.8
IMANHA8	50.274819	5.719587	66.04
IMANHA7	50.276	5.656	110.49
ILIERN2	50.286055	5.793754	97.03
IVIELS4	50.260873	5.94095	112.8
IVIELSAL6	50.284733	5.902289	102.11
IWINTE18	50.213177	6.209644	74.68
IBLEIA1	50.236989	6.282725	108.2
IRIJNLAN2	50.192604	6.368974	106.68
IPRM13	50.202092	6.41036	139.7
IPRM14	50.21	6.42	104.39
IROMME5	50.197635	6.44983	137.11
IPRM12	50.228512	6.436841	87.88
IMETTE5	50.308998	4.71	21.34
IMETTE21	50.346	4.723	21.59
IMETTE9	50.336	4.68	26.92
IYVOIR16	50.315	4.971	30.99
IYVOIR6	50.337566	4.96502	16.51
IASSES3	50.364	4.937	29.49
ICINEY13	50.293688	5.102741	38.61
IHAMOI2	50.32	5.182	56.39
IHAMOI5	50.307715	5.209949	49.02
IHAVEL27	50.371244	5.339065	68.3
IDURBU1	50.333	5.432	76.2
IMANHA3	50.313	5.688	124.71
IFERRIRE27	50.402313	5.605195	138.68
IAYWAI3	50.418	5.689	127.71
ITROIS38	50.363853	5.860294	39.88
ITROIS14	50.362663	5.875781	114.3
ISAINT478	50.292	6.065	16.51
ISAINTVI84	50.309372	6.093909	102.36
ISANKT230	50.304627	6.166627	97.69
IAMEL5	50.332	6.189	102.31
IAMBLV2	50.317772	6.253663	103.38
IBLLIN6	50.408791	6.306152	114.3
IKLEIN52	50.271	6.494	122.17
IWEINS15	50.233	6.477	124.51
INAMUR76	50.420096	4.799438	25.4
IFOSSE4	50.408465	4.753241	30.81
INAMUR65	50.429638	4.817633	14.48
INAMUR62	50.431	4.82	3.3
INAMUR78	50.437	4.923	30.99
INAMUR77	50.452077	4.876928	32.26
IASSES5	50.390755	5.023096	43.18
IGESVE1	50.426557	5.022539	17.6
IASSES2	50.386	5.044	32.77
ITINLO1	50.463393	5.323616	59.44
IMODAV1	50.478125	5.290414	55.63
IFERRI13	50.438	5.624	137.16
IAYWAI4	50.477	5.659	0.25
ISPRIM3	50.507	5.642	89.15
ITHEUX19	50.464875	5.808201	127.51
IRGIONWA85	50.499901	5.715506	58.93
IJALHA7	50.494219	5.908539	152.65
IWAIME4	50.417	6.105	89.89
IMALME3	50.473999	6.08	109.19
IBLLIN7	50.406	6.247	105.41
IBULLA6	50.415001	6.313	89.15
IBLLIN5	50.407369	6.33114	
IHELLE63	50.457	6.396	101.6
INORDRHE402	50.4618	6.403129	8.13
INAMUR79	50.475	4.799	22.61
IRGIONWA78	50.46307	4.847392	15.49
ILABRUYR13	50.534767	4.865408	15.49
INAMUR20	50.496952	4.886795	18.03
INAMUR72	50.512343	4.947154	31.5
IGHEZE13	50.546457	4.907776	21.34
IGHEZE14	50.546596	4.907294	21.34
IWALPETI8	50.521587	5.048214	26.42
IHRON8	50.552	5.053	19.56
IBURDI1	50.576381	5.14814	28.7
IHUY26	50.533116	5.254008	32.77
IVILLE71	50.561	5.267	39.8
ISERAI4	50.568296	5.532989	76.96
IDOLEMBR2	50.53104	5.610046	88.6
IARRONDI6	50.586323	5.565102	0.0
ISPRIM5	50.516689	5.65676	61.21
ITHEUX20	50.516856	5.781863	117.81
ITROOZ8	50.557	5.725	44.4
IJALHA9	50.514	5.94	169.93
IRGIONWA124	50.524204	5.965255	157.99
IJALHA4	50.52478	5.968425	211.81
IMONSC7	50.52591	6.222053	84.91
IEUPEN5	50.59	6.1	86.11
IMONSC6	50.565064	6.198281	107.19
IMONSCHA14	50.534534	6.264097	74.68
IAACHENM1	50.564484	6.21191	72.9
IMONSCHA15	50.567272	6.229394	115.09
INORDRHE241	50.561131	6.256075	69.85
INORDRHE452	50.516014	6.407517	88.9
INORDRHE51	50.493843	6.426423	0.0
IHELLE21	50.481998	6.496	178.0
IPERWE1	50.627389	4.805558	14.99
IPERWE2	50.634	4.785	16.61
IRAMIL1	50.633	4.864	15.29
IGEMBLOU21	50.575809	4.716853	9.91
IGHEZE6	50.574	4.891	20.29
IGEMBL3	50.57	4.699	14.73
IINCOURT9	50.677231	4.799104	0.0
IBRAIV6	50.617	5.097	24.61
IHANNU14	50.633446	5.089993	23.37
IHANNU13	50.639663	5.086498	27.2
IHANNU8	50.663	5.051	23.6
IBRAIVES5	50.634949	5.158643	27.43
ITOURINN3	50.638779	5.177727	14.22
IVILLE189	50.585281	5.280034	35.81
IGEER8	50.668	5.188	24.13
IVERLA3	50.603267	5.311691	31.24
ISAINT1455	50.648	5.516	47.5
ISAINT2727	50.625152	5.538399	33.78
ILIGE75	50.622912	5.559157	23.2
ILIGE70	50.63	5.555	49.81
ILIGE78	50.597	5.575	65.02
ILIGE73	50.619667	5.576904	55.91
IRGIONWA46	50.585712	5.6168	83.0
ILIGE38	50.632984	5.579376	48.51
ILIGE76	50.62892	5.635324	85.6
IOLNE3	50.606	5.705	102.87
IFLRON12	50.628	5.702	105.89
IRGIONWA3	50.607231	5.747346	100.81
IDISON3	50.609	5.863	108.71
IRGIONWA9	50.60743	5.962486	76.4
IBAELE11	50.63	5.968	74.17
ITHIMIST7	50.64917	5.865667	92.2
IBAELE8	50.631835	6.004354	90.93
IBAELE10	50.633	6.002	12.95
IEUPEN19	50.648792	6.054296	83.06
IRAERE10	50.660443	6.11196	131.9
IRAERE9	50.669	6.111	96.8
IROETG15	50.642	6.187	0.0
IMONSCHA16	50.576252	6.22925	94.74
IMONSC8	50.574	6.225	97.54
IMONSC5	50.588562	6.251996	96.77
IMONSC12	50.569655	6.228538	101.85
IROETG4	50.638	6.21	166.09
INORDRHE456	50.579079	6.293874	47.5
ISIMME99	50.625717	6.311499	99.29
ISIMME13	50.624507	6.33397	100.1
ISIMME7	50.624001	6.338	100.3
ISIMME72	50.626	6.356	87.63
ISIMMERA15	50.625832	6.355576	87.63
INIDEG3	50.64446	6.41574	24.64
IHEIMB6	50.637	6.455	94.74
IHEIMB2	50.633999	6.463	88.11
IINCOU4	50.73	4.76	11.18
ICHAUM2	50.702	4.735	11.43
IJODOI2	50.722539	4.863485	11.94
IGREZD1	50.731296	4.740903	7.87
IJODOI6	50.717	4.875	10.41
IJODOI3	50.705687	4.913861	19.81
IWALENIN2	50.693619	4.929011	0.0
IORPJA2	50.703335	4.930379	14.22
IJODOI5	50.731	4.878	11.43
IORPJAUC3	50.680641	4.98048	19.56
IHANNUT5	50.692959	5.023301	22.3
IRGIONWA31	50.712982	5.035172	20.83
ILINCE2	50.726	5.011	16.76
ILANDE3	50.725506	5.08607	19.1
IGEER6	50.671429	5.169496	27.69
IBERLO7	50.696644	5.225805	36.09
IGINGE2	50.722	5.201	27.71
IWAREM1	50.696817	5.284254	29.69
IREMIC2	50.67859	5.332469	49.28
IRGIONWA118	50.722042	5.346043	36.07
IHEERS3	50.769249	5.321218	26.42
IAWANS6	50.699825	5.439408	33.27
IANS30	50.701172	5.487029	28.96
ITONGE1	50.750999	5.447	46.51
IJUPRE2	50.725259	5.514389	30.23
ITONGE5	50.751999	5.499	38.89
IHERST3	50.673	5.593	59.51
IOUPEY1	50.710796	5.641251	36.83
IHERST5	50.667	5.599	50.29
IOUPEY3	50.71	5.651	63.2
IRGIONWA103	50.695927	5.653423	46.0
ILIGE68	50.654072	5.634042	28.45
IVIS21	50.727978	5.701215	80.01
IRGIONWA63	50.658253	5.715388	9.91
IHERVE52	50.681916	5.82077	97.79
IHERVE16	50.6763	5.792198	97.79
IAUBEL12	50.711	5.846	78.74
IHERVE105	50.665312	5.752249	102.62
IDALHE7	50.74	5.735	81.79
IHERVE98	50.641953	5.824091	80.77
IVOEREN8	50.722759	5.891942	89.41
IWELKE4	50.673469	5.923455	125.91
IPLOMB3	50.726519	5.924047	101.09
IPLOMB4	50.716015	5.9794	102.39
ILACAL12	50.721	6.013	87.63
ILACALAM3	50.708328	6.036449	101.09
IKELMI1	50.725	6.018	90.42
IRAERE2	50.698002	6.048	115.6
IAACHE21	50.719	6.039	16.26
IRAERE5	50.689	6.086	102.9
IRAERE12	50.684	6.094	71.12
IRAERE11	50.71314	6.121418	110.24
IWALHAUS2	50.704399	6.057881	108.71
IAACHE48	50.705274	6.180314	116.79
ISTOLB3	50.709999	6.215	143.51
ISTOLB13	50.711	6.215	137.59
IAACHE49	50.712652	6.184902	111.76
IROETG13	50.683	6.206	141.99
IAACHEN132	50.711575	6.17896	105.66
ISTOLB25	50.72	6.264	56.64
INORDRHE79	50.683201	6.35963	89.2
IHRTGE1	50.709999	6.373	108.51
IKREUZ4	50.717999	6.435	89.41
INORDRHE22	50.668072	6.395813	28.96
INIDEG7	50.665069	6.411179	76.96
